Metadata associated with the characterized prophages
Host AccesionNumber,PhageID,SpeciesID,GenusID,IsolationSource,Host,Country
GCA_004006055,CP034769.1||2,223,137,Human,E. vonholyi,Canada
GCA_017347425,AP024498.1||6,223,137,N/A,E. asburiae,Japan
GCA_018597075,CP128417.1||1,224,254,Human,E. hormaechei,China
GCA_030847985,CP126774.1||0,224,254,Human,E. hormaechei,Switzerland
GCA_023023665,CP083849.1||3,225,164,Human,E. hormaechei,China
GCA_041005965,CP163118.1||3,225,164,Human,E. hormaechei,China
GCA_024218835,CP100388.1||2,226,176,Environmental,E. hormaechei,Hong Kong
GCA_025398395,CP104689.2||3,226,176,Human,E. hormaechei,USA
GCA_000801755,CP012999.1||1,227,4,Environmental,E. asburiae,China
GCA_039623865,CP115980.1||2,227,4,Human,E. asburiae,Poland
GCA_000807415,CP012162.1||0,228,446,Human,E. roggenkampii,USA
GCA_014524505,CP048650.1||2,228,446,Clinical,E. roggenkampii,China
GCA_019973695,AP024281.1||4,229,57,N/A,E. asburiae,Japan
GCA_031167025,CP133351.1||4,229,57,Clinical,E. asburiae,N/A
GCA_013733565,CP056174.1||3,230,242,Environmental,E. hormaechei,United Kingdom
GCA_013739595,CP056663.1||3,230,242,Environmental,E. hormaechei,United Kingdom
GCA_030179315,CP109738.1||1,231,212,Human,E. hormaechei,USA
GCA_030179615,CP109748.1||1,231,212,Environmental,E. hormaechei,USA
GCA_019968825,CP074170.1||3,232,15,Environmental,E. roggenkampii,Japan
GCA_029542725,CP110533.1||0,232,15,Environmental,E. quasiroggenkampii,Thailand
GCA_030413825,CP129250.1||0,233,447,Human,E. hormaechei,Senegal
GCA_030486465,CP129636.1||0,233,447,Human,E. hormaechei,Senegal
GCA_031851395,CP134635.1||0,234,448,Animal,E. ludwigii,France
GCA_031851435,CP134638.1||0,234,448,Animal,E. ludwigii,France
GCA_018075245,CP072970.1||4,235,103,Clinical,E. hormaechei,N/A
GCA_022376795,CP067065.1||4,235,103,Environmental,E. hormaechei,USA
GCA_016725825,CP068215.1||0,236,82,N/A,E. hormaechei,Germany
GCA_043234225,CP171274.1||0,236,82,Human,E. hormaechei,China
GCA_040437135,CP159160.1||1,237,117,N/A,E. hormaechei,China
GCA_040437535,CP159161.1||1,237,117,N/A,E. hormaechei,China
GCA_013739595,CP056663.1||5,238,40,Environmental,E. hormaechei,United Kingdom
GCA_016864035,CP045312.1||1,238,40,N/A,E. hormaechei,Netherlands
GCA_025311595,CP104405.1||3,239,88,N/A,E. hormaechei,Poland
GCA_900497145,LS999206.1||4,239,88,N/A,E. hormaechei,N/A
GCA_003964795,CP043382.1||1,240,128,Human,E. hormaechei,China
GCA_019056655,CP077661.1||1,240,128,Clinical,E. hormaechei,China
GCA_024917315,CP103674.1||2,241,449,Human,E. hormaechei,USA
GCA_035323845,CP139334.1||1,241,449,Environmental,E. hormaechei,Spain
GCA_002055735,CP020053.1||4,242,450,N/A,E. hormaechei,N/A
GCA_032231155,CP135117.1||3,242,450,Environmental,E. hormaechei,China
GCA_015138375,AP022519.1||3,243,57,N/A,E. asburiae,Japan
GCA_031166305,CP133346.1||3,243,57,Clinical,E. asburiae,N/A
GCA_013750175,CP056560.1||3,244,45,Environmental,E. roggenkampii,United Kingdom
GCA_023375585,CP095170.1||3,244,45,Animal,E. roggenkampii,China
GCA_019356035,CP079939.1||3,245,109,N/A,E. hormaechei,China
GCA_905331365,OW968417.1||5,245,109,Human,E. hormaechei,Spain
GCA_029718885,CP099311.1||3,246,6,Environmental,E. ludwigii,United Kingdom
GCA_035324935,CP139335.1||2,246,6,Environmental,E. ludwigii,Spain
GCA_019056635,CP077659.1||1,247,451,Clinical,E. hormaechei,China
GCA_032351815,CP135494.1||2,247,451,N/A,E. hormaechei,Canada
GCA_002237465,CP022532.1||2,248,452,Human,E. hormaechei,Australia
GCA_036687415,CP144716.1||0,248,452,Environmental,E. hormaechei,Ireland
GCA_019056635,CP077659.1||0,249,203,Clinical,E. hormaechei,China
GCA_032351815,CP135494.1||0,249,203,N/A,E. hormaechei,Canada
GCA_000632395,CP007546.1||0,250,453,N/A,E. asburiae,Malaysia
GCA_018394395,CP074584.1||0,250,453,N/A,E. asburiae,Malaysia
GCA_015910205,CP047716.1||0,251,35,N/A,E. hormaechei,N/A
GCA_018597075,CP128418.1||0,251,35,N/A,E. hormaechei,N/A
GCA_021869625,CP091496.1||2,252,454,Environmental,E. hormaechei,China
GCA_021869665,CP091486.1||1,252,454,Clinical,E. hormaechei,China
GCA_014041955,CP059481.1||4,253,15,Human,E. kobei,Italy
GCA_038069355,CP156931.1||0,253,15,Human,E. kobei,USA
GCA_003073995,CP029126.1||3,254,262,N/A,E. hormaechei,N/A
GCA_035323065,CP133409.1||2,254,262,Environmental,E. hormaechei,Spain
GCA_040892585,CP162154.1||1,255,34,Environmental,E. cloacae,Switzerland
GCA_905331265,OW968328.1||1,255,34,Human,E. cloacae,Spain
GCA_015138375,AP022519.1||0,256,263,N/A,E. asburiae,Japan
GCA_028622135,CP117723.1||0,256,263,Human,E. asburiae,USA
GCA_023920605,CP092635.1||2,257,455,Human,E. cloacae,Ghana
GCA_032349915,CP135475.1||1,257,455,N/A,E. cloacae,Canada
GCA_905233045,OW849320.1||5,258,57,Human,E. asburiae,Spain
GCA_905233075,OW849503.1||6,258,57,Human,E. asburiae,Spain
GCA_013734275,CP056676.1||5,259,67,Environmental,E. hormaechei,United Kingdom
GCA_013734915,CP056691.1||5,259,67,Environmental,E. hormaechei,United Kingdom
GCA_000632395,CP007546.1||1,260,4,N/A,E. asburiae,Malaysia
GCA_018394395,CP074584.1||1,260,4,N/A,E. asburiae,Malaysia
GCA_001521715,CP011863.1||5,261,4,Human,E. asburiae,N/A
GCA_016027695,CP065693.1||7,261,4,N/A,E. asburiae,N/A
GCA_030847945,CP126761.1||1,262,456,Human,E. hormaechei,Switzerland
GCA_030847965,CP126767.1||1,262,456,Human,E. hormaechei,Switzerland
GCA_030863725,CP115000.1||5,263,58,Animal,E. hormaechei,Thailand
GCA_905219195,OW848974.1||2,263,58,Human,E. roggenkampii,Spain
GCA_025311535,CP104401.1||0,264,457,N/A,E. hormaechei,Poland
GCA_025311555,CP104403.1||0,264,457,N/A,E. hormaechei,Poland
GCA_030444555,CP129497.1||0,265,119,N/A,E. asburiae,Czech Republic
GCA_030444575,CP129514.1||0,265,119,N/A,E. asburiae,Czech Republic
GCA_905219205,OW849092.1||1,266,75,Human,E. roggenkampii,Spain
GCA_905331215,OW968358.1||1,266,75,Human,E. roggenkampii,Spain
GCA_002968455,CP027142.1||3,267,113,N/A,E. hormaechei,N/A
GCA_008931525,CP042571.1||1,267,113,Environmental,E. hormaechei,Australia
GCA_030413825,CP129250.1||1,268,458,Human,E. hormaechei,Senegal
GCA_030486465,CP129636.1||1,268,458,Human,E. hormaechei,Senegal
GCA_018597075,CP128417.1||3,269,52,Human,E. hormaechei,China
GCA_043234225,CP171274.1||2,269,52,Human,E. hormaechei,China
GCA_014041955,CP059481.1||1,270,38,Human,E. kobei,Italy
GCA_905330125,OW967944.1||0,270,38,Human,E. sichuanensis,Spain
GCA_013625115,CP058149.1||4,271,149,Environmental,E. hormaechei,United Kingdom
GCA_013740655,CP056455.1||5,271,149,Environmental,E. hormaechei,United Kingdom
GCA_002787395,CP024812.1||0.2,272,70,Human,E. hormaechei,South Korea
GCA_009497055,CP045611.1||1,272,70,N/A,E. hormaechei,Lebanon
GCA_905233045,OW849320.1||4,273,244,Human,E. asburiae,Spain
GCA_905233075,OW849503.1||4,273,244,Human,E. asburiae,Spain
GCA_001521715,CP011863.1||0.1,274,459,Human,E. asburiae,N/A
GCA_016027695,CP065693.1||2,274,459,N/A,E. asburiae,N/A
GCA_003964795,CP043382.1||0,275,202,Human,E. hormaechei,China
GCA_019056655,CP077661.1||0,275,202,Clinical,E. hormaechei,China
GCA_002787395,CP024812.1||1,276,72,Human,E. hormaechei,South Korea
GCA_030848105,CP126804.1||0.1,276,72,Human,E. hormaechei,Switzerland
GCA_030847945,CP126761.1||2,277,460,Human,E. hormaechei,Switzerland
GCA_030847965,CP126767.1||2,277,460,Human,E. hormaechei,Switzerland
GCA_013726395,CP056132.1||5,278,13,Environmental,E. hormaechei,United Kingdom
GCA_900497145,LS999206.1||6,278,13,N/A,E. hormaechei,N/A
GCA_023333675,CP083862.1||0.1,279,461,Human,E. kobei,China
GCA_031201845,CP096849.1||0.1,279,461,N/A,E. kobei,China
GCA_008931405,CP042488.1||0.1,280,462,Human,E. hormaechei,Australia
GCA_016126855,CP065939.1||1.1,280,462,Human,E. hormaechei,Australia
GCA_013733565,CP056174.1||7,281,90,Environmental,E. hormaechei,United Kingdom
GCA_013736395,CP056460.1||7,281,90,Environmental,E. hormaechei,United Kingdom
GCA_000807425,CP012167.1||1,282,20,Human,E. hormaechei,USA
GCA_013625115,CP058149.1||3,282,20,Environmental,E. hormaechei,United Kingdom
GCA_023101705,CP083846.1||full,283,223,Human,E. asburiae,China
GCA_023101705,CP083842.1||0,283,223,Human,E. asburiae,China
GCA_018597075,CP128417.1||0,284,82,Human,E. hormaechei,China
GCA_021491615,CP090792.1||0,284,82,Human,E. hormaechei,China
GCA_016725825,CP068215.1||1,285,463,N/A,E. hormaechei,Germany
GCA_021491615,CP090792.1||1,285,463,Human,E. hormaechei,China
GCA_019968765,CP074149.1||4,286,86,Environmental,E. asburiae,Japan
GCA_025502525,CP104976.1||3,286,86,Human,E. asburiae,China
GCA_013629455,CP058172.1||5,287,39,Environmental,E. hormaechei,United Kingdom
GCA_041004125,CP163023.1||3,287,39,Human,E. hormaechei,China
GCA_030847825,CP126869.1||5,288,23,Human,E. hormaechei,Switzerland
GCA_030847845,CP126873.1||5,288,23,Human,E. hormaechei,Switzerland
GCA_013873515,CP059419.1||1,289,464,Human,E. hormaechei,Czech Republic
GCA_905331365,OW968417.1||3,289,464,Human,E. hormaechei,Spain
GCA_005518115,CP040256.1||0,290,6,Environmental,E. ludwigii,China
GCA_005848825,CP040527.1||0,290,6,Environmental,E. ludwigii,China
GCA_025266795,CP098486.1||2,291,131,N/A,E. hormaechei,China
GCA_038627095,CP157332.1||3,291,131,Human,E. hormaechei,USA
GCA_002201815,CP021896.1||2,292,175,N/A,E. hormaechei,N/A
GCA_009834325,CP034754.1||5,292,175,N/A,E. hormaechei,USA
GCA_011045335,CP049188.1||0,293,266,N/A,E. hormaechei,China
GCA_011045355,CP049192.1||0,293,266,N/A,E. hormaechei,China
GCA_009930835,CP023569.1||1,294,465,Human,E. hormaechei,USA
GCA_009930935,CP027111.1||1,294,465,N/A,E. hormaechei,USA
GCA_003204095,CP029716.1||0,295,466,N/A,E. hormaechei,N/A
GCA_003408555,CP031565.1||0,295,466,Human,E. hormaechei,N/A
GCA_024585325,CP097342.1||1,296,108,Human,E. hormaechei,Germany
GCA_030847785,CP126861.1||1,296,108,Human,E. hormaechei,Switzerland
GCA_030444555,CP129497.1||2,297,467,N/A,E. asburiae,Czech Republic
GCA_030444575,CP129514.1||3,297,467,N/A,E. asburiae,Czech Republic
GCA_023101705,CP083847.1||full,298,468,Human,E. asburiae,China
GCA_023101705,CP083842.1||1,298,468,Human,E. asburiae,China
GCA_038418305,CP157757.1||full_1,299,469,N/A,E. hormaechei,USA
GCA_040455895,CP167102.1||full_1,299,469,Human,E. hormaechei,USA
GCA_029962565,CP096994.1||1,300,470,N/A,E. hormaechei,Hong Kong
GCA_041005965,CP163118.1||2,300,470,Human,E. hormaechei,China
GCA_024917395,CP103577.1||3,301,8,Human,E. hormaechei,USA
GCA_030486465,CP129636.1||4,301,8,Human,E. hormaechei,Senegal
GCA_027595935,CP075345.1||0,302,66,Human,E. kobei,USA
GCA_905334015,OW969620.1||2,302,66,Human,E. hormaechei,Spain
GCA_005217155,CP054410.1||7,303,97,N/A,E. hormaechei,USA
GCA_036080935,CP149841.1||4,303,97,Human,E. hormaechei,USA
GCA_002007805,CP019839.1||0,304,471,Environmental,E. roggenkampii,China
GCA_020881955,CP086405.1||0,304,471,Environmental,E. roggenkampii,China
GCA_004151605,CP035633.1||6,305,114,Human,E. asburiae,China
GCA_020149545,CP083709.1||5,305,114,Human,E. asburiae,China
GCA_020783215,CP086101.1||0,306,245,N/A,E. ludwigii,USA
GCA_020783255,CP086100.1||0,306,245,N/A,E. ludwigii,N/A
GCA_022376795,CP067065.1||0,307,126,Environmental,E. hormaechei,USA
GCA_022376815,CP066553.1||0,307,126,Environmental,E. hormaechei,USA
GCA_001521715,CP011863.1||4,308,168,Human,E. asburiae,N/A
GCA_016027695,CP065693.1||5,308,168,N/A,E. asburiae,N/A
GCA_030847905,CP126753.1||4,309,19,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||4,309,19,Animal,E. hormaechei,Switzerland
GCA_001521715,CP011863.1||1,310,472,Human,E. asburiae,N/A
GCA_016027695,CP065693.1||1,310,472,N/A,E. asburiae,N/A
GCA_021869645,CP091492.1||1,311,473,Clinical,E. asburiae,China
GCA_025908375,CP109679.1||1,311,473,Human,E. asburiae,Taiwan
GCA_017347425,AP024498.1||4,312,4,N/A,E. asburiae,Japan
GCA_030179835,CP109694.1||5,312,4,Environmental,E. asburiae,USA
Isolate phage,OL355126.1,313,132,N/A,Isolate phage,USA
Isolate phage,OL355130.1,313,132,N/A,Isolate phage,USA
GCA_001521715,CP011863.1||3,314,474,Human,E. asburiae,N/A
GCA_016027695,CP065693.1||3,314,474,N/A,E. asburiae,N/A
GCA_025426135,CP104836.1||1,315,475,Human,E. cloacae,USA
GCA_025426135,CP104840.1||full,315,475,Human,E. cloacae,USA
GCA_030847945,CP126761.1||6,316,58,Human,E. hormaechei,Switzerland
GCA_030847965,CP126767.1||5,316,58,Human,E. hormaechei,Switzerland
GCA_014169295,AP022127.1||0,317,476,Environmental,E. kobei,Japan
GCA_025426135,CP104841.1||0,317,476,Human,E. cloacae,USA
GCA_030706805,CP131962.1||0,318,477,Human,E. ludwigii,USA
GCA_041110985,CP169594.1||1,318,477,Human,E. ludwigii,USA
GCA_021869625,CP091496.1||1,319,478,Environmental,E. hormaechei,China
GCA_021869665,CP091486.1||2,319,478,Clinical,E. hormaechei,China
GCA_030847905,CP126753.1||0,320,155,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||0,320,155,Animal,E. hormaechei,Switzerland
GCA_011044215,CP049046.1||3,321,479,N/A,E. hormaechei,China
GCA_032298955,CP135276.1||6,321,479,Environmental,E. hormaechei,USA
GCA_905233045,OW849320.1||0.2,322,40,Human,E. asburiae,Spain
GCA_905233075,OW849503.1||0.2,322,40,Human,E. asburiae,Spain
GCA_003031755,CP020528.1||3,323,480,Human,E. hormaechei,USA
GCA_030718955,CP132209.1||0.2,323,480,Human,E. hormaechei,USA
GCA_013629455,CP058172.1||9,324,83,Environmental,E. hormaechei,United Kingdom
GCA_027886525,CP115689.1||6,324,83,Human,E. hormaechei,USA
GCA_001729725,CP017179.1||0,325,481,Human,E. hormaechei,Belgium
GCA_019047945,CP077264.1||1,325,481,N/A,E. hormaechei,Germany
GCA_013750175,CP056560.1||2,326,482,Environmental,E. roggenkampii,United Kingdom
GCA_023375585,CP095170.1||0.1,326,482,Animal,E. roggenkampii,China
GCA_020783215,CP086101.1||1,327,85,N/A,E. ludwigii,USA
GCA_020783255,CP086100.1||1,327,85,N/A,E. ludwigii,N/A
GCA_022570715,CP093154.1||3,328,158,Human,E. asburiae,China
GCA_023023145,CP083830.1||3,328,158,Human,E. asburiae,China
GCA_014931695,CP053103.1||1,329,483,Human,E. hormaechei,Brazil
GCA_040735515,CP138219.1||1,329,483,Human,E. hormaechei,United Kingdom
GCA_004118875,CP035385.1||3,330,232,N/A,E. hormaechei,United Kingdom
GCA_038627045,CP157233.1||4,330,232,Human,E. hormaechei,USA
GCA_005890075,CP040606.1||0,331,85,Environmental,E. ludwigii,China
GCA_006385915,CP041062.1||0,331,85,Environmental,E. ludwigii,China
GCA_029207635,CP118279.1||2,332,261,Animal,E. hormaechei,South Korea
GCA_030179315,CP109738.1||4,332,261,Human,E. hormaechei,USA
GCA_003204095,CP029718.1||1,333,122,N/A,E. hormaechei,N/A
GCA_036324645,CP143338.1||0,333,122,N/A,E. hormaechei,N/A
GCA_003031755,CP020528.1||1,334,247,Human,E. hormaechei,USA
GCA_030718955,CP132209.1||2,334,247,Human,E. hormaechei,USA
GCA_002204775,CP021902.1||0,335,169,N/A,E. hormaechei,N/A
GCA_028532685,CP116959.1||0,335,169,Human,E. hormaechei,USA
GCA_008931545,CP042578.1||3,336,231,Human,E. kobei,Australia
GCA_015535675,CP063224.1||1,336,231,Human,E. hormaechei,Switzerland
GCA_905219245,OW849077.1||0,337,38,Human,E. roggenkampii,Spain
GCA_905337795,OW969724.1||0,337,38,N/A,E. roggenkampii,Spain
GCA_030406145,CP129027.1||1,338,4,Environmental,E. asburiae,China
GCA_041003815,CP163007.1||1,338,4,Human,E. asburiae,China
GCA_031432895,CP133859.1||4,339,484,Human,E. hormaechei,United Kingdom
GCA_038627025,CP157339.1||0,339,484,Human,E. hormaechei,USA
GCA_030848065,CP126783.1||1,340,264,Human,E. hormaechei,Switzerland
GCA_032202905,CP126778.1||1,340,264,Human,E. hormaechei,Switzerland
GCA_014771415,CP061745.1||full,341,10,N/A,E. hormaechei,N/A
GCA_015535055,CP064658.1||full,341,10,N/A,E. hormaechei,N/A
GCA_019458525,CP080470.1||3,342,485,Human,E. hormaechei,China
GCA_023547225,CP088221.1||3,342,485,Human,E. hormaechei,China
GCA_030179315,CP109738.1||2,343,486,Human,E. hormaechei,USA
GCA_030179615,CP109748.1||2,343,486,Environmental,E. hormaechei,USA
GCA_013873515,CP059419.1||2,344,487,Human,E. hormaechei,Czech Republic
GCA_905331365,OW968417.1||4,344,487,Human,E. hormaechei,Spain
GCA_008931325,CP042566.1||1,345,488,Human,E. hormaechei,Australia
GCA_008931585,CP042540.1||1,345,488,Human,E. hormaechei,Australia
GCA_013743295,CP056742.1||2,346,489,Environmental,E. hormaechei,United Kingdom
GCA_013743935,CP056751.1||2,346,489,Environmental,E. hormaechei,United Kingdom
GCA_023920605,CP092635.1||6,347,491,Human,E. cloacae,Ghana
GCA_032349915,CP135475.1||3,347,491,N/A,E. cloacae,Canada
GCA_000807425,CP012167.1||3,348,490,Human,E. hormaechei,USA
GCA_038626985,CP156943.1||2,348,490,Human,E. hormaechei,USA
GCA_000807425,CP012167.1||4,349,176,Human,E. hormaechei,USA
GCA_038626985,CP156943.1||3,349,176,Human,E. hormaechei,USA
GCA_013740655,CP056455.1||2,350,238,Environmental,E. hormaechei,United Kingdom
GCA_013742375,CP056727.1||2,350,238,Environmental,E. hormaechei,United Kingdom
GCA_019458525,CP080470.1||1,351,209,Human,E. hormaechei,China
GCA_023547225,CP088221.1||1,351,209,Human,E. hormaechei,China
GCA_013625115,CP058149.1||0,352,492,Environmental,E. hormaechei,United Kingdom
GCA_013740655,CP056455.1||0.1,352,492,Environmental,E. hormaechei,United Kingdom
GCA_030847945,CP126761.1||5,353,257,Human,E. hormaechei,Switzerland
GCA_030847965,CP126767.1||4,353,257,Human,E. hormaechei,Switzerland
GCA_008123985,CP043225.1||1,354,234,Animal,E. hormaechei,N/A
GCA_008124025,CP043226.1||1,354,234,Animal,E. hormaechei,N/A
GCA_903993075,OW970506.1||1.2,355,493,Human,E. hormaechei,Spain
GCA_903993235,OW970409.1||1.2,355,493,Human,E. hormaechei,Spain
GCA_023920605,CP092635.1||7,356,131,Human,E. cloacae,Ghana
GCA_032349915,CP135475.1||4,356,131,N/A,E. cloacae,Canada
GCA_905219205,OW849092.1||3,357,494,Human,E. roggenkampii,Spain
GCA_905331215,OW968358.1||4,357,494,Human,E. roggenkampii,Spain
GCA_001022055,CP011584.1||4,358,91,Human,E. hormaechei,USA
GCA_001022255,CP011650.1||4,358,91,Human,E. hormaechei,USA
GCA_013625265,CP058153.1||3,359,13,Environmental,E. hormaechei,United Kingdom
GCA_013625575,CP058160.1||3,359,13,Environmental,E. hormaechei,United Kingdom
GCA_038069265,CP156939.1||2,360,495,Human,E. hormaechei,USA
GCA_041005825,CP163109.1||2,360,495,Human,E. hormaechei,China
GCA_000814225,CP010384.1||2,361,496,Human,E. hormaechei,USA
GCA_003053755,CP027604.1||1,361,496,N/A,E. hormaechei,N/A
GCA_023333675,CP083862.1||0.2,362,497,Human,E. kobei,China
GCA_031201845,CP096849.1||0.2,362,497,N/A,E. kobei,China
GCA_013743295,CP056742.1||0,363,498,Environmental,E. hormaechei,United Kingdom
GCA_013743935,CP056751.1||0,363,498,Environmental,E. hormaechei,United Kingdom
GCA_015910385,CP047765.1||5,364,499,Clinical,E. hormaechei,Canada
GCA_020695605,CP085757.1||2,364,499,Human,E. hormaechei,Czech Republic
GCA_905232525,OW849198.1||1,365,16,Human,E. hormaechei,Spain
GCA_905330775,OX030695.1||2,365,16,Human,E. hormaechei,Spain
GCA_008931405,CP042488.1||0.2,366,54,Human,E. hormaechei,Australia
GCA_016126855,CP065939.1||1.2,366,54,Human,E. hormaechei,Australia
GCA_905232815,OW849516.1||0,367,239,Human,E. hormaechei,Spain
GCA_905329565,OW967363.1||0,367,239,Human,E. hormaechei,Spain
GCA_030848065,CP126783.1||0,368,248,Human,E. hormaechei,Switzerland
GCA_032202905,CP126778.1||0,368,248,Human,E. hormaechei,Switzerland
GCA_018074945,CP072961.1||0.1,369,500,Clinical,E. hormaechei,N/A
GCA_018075145,CP072953.1||0.1,369,500,Clinical,E. hormaechei,N/A
GCA_036324625,CP143329.1||4,370,501,Human,E. hormaechei,USA
GCA_036324645,CP143337.1||4,370,501,Human,E. hormaechei,USA
GCA_905219195,OW848974.1||1,371,80,Human,E. roggenkampii,Spain
GCA_905331255,OW969601.1||0,371,80,Human,E. roggenkampii,Spain
GCA_036324625,CP143329.1||6,372,502,Human,E. hormaechei,USA
GCA_036324645,CP143337.1||6,372,502,Human,E. hormaechei,USA
GCA_005890075,CP040606.1||2,373,503,Environmental,E. ludwigii,China
GCA_006385915,CP041062.1||2,373,503,Environmental,E. ludwigii,China
GCA_029719845,CP099316.1||4,374,504,Environmental,E. hormaechei,United Kingdom
GCA_029719865,CP099314.1||4,374,504,Environmental,E. hormaechei,United Kingdom
GCA_005890075,CP040606.1||3,375,505,Environmental,E. ludwigii,China
GCA_006385915,CP041062.1||3,375,505,Environmental,E. ludwigii,China
GCA_029719845,CP099316.1||5,376,506,Environmental,E. hormaechei,United Kingdom
GCA_029719865,CP099314.1||5,376,506,Environmental,E. hormaechei,United Kingdom
GCA_030848065,CP126783.1||7,377,148,Human,E. hormaechei,Switzerland
GCA_032202905,CP126778.1||7,377,148,Human,E. hormaechei,Switzerland
GCA_008364575,CP126610.1||3,378,507,Environmental,E. asburiae,Germany
GCA_008364625,CP126604.1||3,378,507,Environmental,E. asburiae,Germany
GCA_018074945,CP072961.1||4,379,7,Clinical,E. hormaechei,N/A
GCA_018075145,CP072953.1||4,379,7,Clinical,E. hormaechei,N/A
GCA_008364575,CP126610.1||4,380,135,Environmental,E. asburiae,Germany
GCA_008364625,CP126604.1||4,380,135,Environmental,E. asburiae,Germany
GCA_036324625,CP143329.1||5,381,94,Human,E. hormaechei,USA
GCA_036324645,CP143337.1||5,381,94,Human,E. hormaechei,USA
